NumRep	MapSeed	InitStratSeed	BikeProfit	TransportCosts	TotalProfit	FinalHeuristic	TotalDistance	ExecutionTime
0	1808180726	371871637	45.000000	-40.400000	4.600000	-45.000000	31.200000	119.249064
0	1808180726	1213625860	49.000000	-42.300000	6.700000	-49.000000	30.900000	70.026103
0	1808180726	1494814598	63.000000	-50.900000	12.100000	-63.000000	31.100000	45.104952
0	1808180726	1291915560	36.000000	-34.900000	1.100000	-36.000000	29.400000	21.116774
0	1808180726	2092895738	36.000000	-38.300000	-2.300000	-36.000000	27.800000	28.358152
0	1808180726	980132861	34.000000	-33.800000	0.200000	-34.000000	27.400000	20.219223
0	1808180726	1573772820	69.000000	-55.900000	13.100000	-69.000000	33.700000	59.586349
0	1808180726	391297572	64.000000	-43.300000	20.700000	-64.000000	24.600000	45.344833
0	1808180726	1758740583	55.000000	-41.600000	13.400000	-55.000000	31.300000	47.344139
0	1808180726	391529328	36.000000	-36.100000	-0.100000	-36.000000	30.600000	28.194670
0	1808180726	416452114	57.000000	-42.400000	14.600000	-57.000000	24.200000	60.557250
0	1808180726	1557050033	66.000000	-50.100000	15.900000	-66.000000	29.600000	60.608641
0	1808180726	866446678	41.000000	-25.100000	15.900000	-41.000000	18.900000	25.999754
0	1808180726	1563220994	67.000000	-57.600000	9.400000	-67.000000	35.900000	36.621531
0	1808180726	1757593930	72.000000	-63.400000	8.600000	-72.000000	33.200000	44.993167
0	1808180726	446583803	55.000000	-41.600000	13.400000	-55.000000	31.300000	51.760009
0	1808180726	571992114	68.000000	-48.000000	20.000000	-68.000000	30.300000	69.921592
0	1808180726	1481256537	49.000000	-70.800000	-21.800000	-49.000000	40.200000	28.481826
0	1808180726	1563653717	62.000000	-49.200000	12.800000	-62.000000	30.900000	31.412059
0	1808180726	1016472687	38.000000	-33.500000	4.500000	-38.000000	27.100000	28.038945
0	1808180726	97567656	43.000000	-36.200000	6.800000	-43.000000	23.700000	26.470471
0	1808180726	1956789881	63.000000	-55.900000	7.100000	-63.000000	35.400000	45.428175
0	1808180726	1023065350	42.000000	-43.200000	-1.200000	-42.000000	27.300000	34.391902
0	1808180726	363415215	45.000000	-48.100000	-3.100000	-45.000000	38.900000	27.649652
0	1808180726	2127988881	49.000000	-42.300000	6.700000	-49.000000	27.000000	44.073308
0	1808180726	1180067461	64.000000	-51.900000	12.100000	-64.000000	31.400000	44.392939
0	1808180726	732017475	42.000000	-48.100000	-6.100000	-42.000000	30.700000	21.764508
0	1808180726	1199861533	63.000000	-49.800000	13.200000	-63.000000	29.300000	28.133367
0	1808180726	1606497923	51.000000	-43.700000	7.300000	-51.000000	34.500000	19.772103
0	1808180726	2137092316	45.000000	-44.600000	0.400000	-45.000000	35.400000	42.823026
0	1808180726	2114046167	42.000000	-56.800000	-14.800000	-42.000000	37.900000	24.313708
0	1808180726	867787340	31.000000	-40.300000	-9.300000	-31.000000	33.900000	19.742141
0	1808180726	595528777	51.000000	-60.900000	-9.900000	-51.000000	42.000000	24.877921
0	1808180726	173324786	54.000000	-46.900000	7.100000	-54.000000	31.600000	26.583343
0	1808180726	1831750502	66.000000	-43.000000	23.000000	-66.000000	24.700000	23.791093
0	1808180726	352582465	49.000000	-50.900000	-1.900000	-49.000000	35.100000	27.041443
0	1808180726	1424136186	64.000000	-49.800000	14.200000	-64.000000	29.300000	36.714317
0	1808180726	675240737	45.000000	-43.500000	1.500000	-45.000000	38.000000	23.917613
0	1808180726	971717514	34.000000	-35.800000	-1.800000	-34.000000	26.600000	17.361775
0	1808180726	1196538451	66.000000	-44.200000	21.800000	-66.000000	28.100000	28.229054
0	1808180726	1028296468	36.000000	-41.900000	-5.900000	-36.000000	32.700000	19.782912
0	1808180726	972577952	48.000000	-31.200000	16.800000	-48.000000	20.900000	22.155766
0	1808180726	2048026637	47.000000	-39.400000	7.600000	-47.000000	24.900000	24.769822
0	1808180726	290773556	45.000000	-47.000000	-2.000000	-45.000000	36.600000	18.690184
0	1808180726	685010768	52.000000	-43.100000	8.900000	-52.000000	29.800000	20.316710
0	1808180726	1260711865	68.000000	-53.200000	14.800000	-68.000000	34.900000	24.600849
0	1808180726	879219502	38.000000	-38.000000	0.000000	-38.000000	33.000000	20.574854
0	1808180726	1921773286	50.000000	-37.000000	13.000000	-50.000000	24.500000	15.383977
0	1808180726	195749432	42.000000	-51.300000	-9.300000	-42.000000	33.200000	17.415094
0	1808180726	125022462	38.000000	-41.600000	-3.600000	-38.000000	32.400000	31.483338
0	511598019	214371413	53.000000	-52.500000	0.500000	-53.000000	25.100000	25.589462
0	511598019	1428226402	84.000000	-59.600000	24.400000	-84.000000	26.100000	31.338904
0	511598019	2024141455	70.000000	-58.000000	12.000000	-70.000000	27.500000	18.903703
0	511598019	1131265191	42.000000	-27.300000	14.700000	-42.000000	16.800000	16.492722
0	511598019	944993261	82.000000	-61.400000	20.600000	-82.000000	26.300000	27.012068
0	511598019	1114318747	63.000000	-45.000000	18.000000	-63.000000	18.000000	19.446831
0	511598019	1176506088	50.000000	-42.800000	7.200000	-50.000000	19.200000	9.551355
0	511598019	289059890	72.000000	-61.600000	10.400000	-72.000000	28.700000	22.848010
0	511598019	773245727	79.000000	-56.600000	22.400000	-79.000000	23.400000	15.289080
0	511598019	199677893	79.000000	-62.300000	16.700000	-79.000000	30.200000	18.570318
0	511598019	752468548	64.000000	-34.900000	29.100000	-64.000000	19.000000	26.187319
0	511598019	1173527704	82.000000	-73.600000	8.400000	-82.000000	29.900000	32.810097
0	511598019	1929566653	73.000000	-55.100000	17.900000	-73.000000	25.100000	39.263066
0	511598019	1426207337	80.000000	-54.100000	25.900000	-80.000000	22.400000	35.862467
0	511598019	145198463	58.000000	-62.100000	-4.100000	-58.000000	32.800000	30.875192
0	511598019	1956326956	64.000000	-65.500000	-1.500000	-64.000000	30.900000	38.114315
0	511598019	1416286166	61.000000	-53.300000	7.700000	-61.000000	27.300000	19.620265
0	511598019	1475627305	86.000000	-46.300000	39.700000	-86.000000	19.700000	41.028569
0	511598019	234233714	76.000000	-66.600000	9.400000	-76.000000	33.300000	44.356563
0	511598019	1563923937	54.000000	-49.600000	4.400000	-54.000000	23.200000	27.858642
0	511598019	1289950333	69.000000	-53.400000	15.600000	-69.000000	23.500000	24.934650
0	511598019	1536636757	62.000000	-55.500000	6.500000	-62.000000	24.700000	26.307279
0	511598019	1026607279	62.000000	-54.100000	7.900000	-62.000000	27.200000	35.417309
0	511598019	440652129	65.000000	-51.000000	14.000000	-65.000000	21.600000	29.036962
0	511598019	359963559	60.000000	-38.500000	21.500000	-60.000000	25.400000	25.950771
0	511598019	450167256	46.000000	-56.400000	-10.400000	-46.000000	30.700000	27.698505
0	511598019	657192069	76.000000	-61.200000	14.800000	-76.000000	31.200000	33.841188
0	511598019	824660801	63.000000	-52.500000	10.500000	-63.000000	25.600000	33.369283
0	511598019	1997325485	42.000000	-24.500000	17.500000	-42.000000	16.000000	33.254816
0	511598019	1647853499	73.000000	-68.500000	4.500000	-73.000000	30.800000	31.463844
