NumRep	MapSeed	InitStratSeed	BikeProfit	TransportCosts	TotalProfit	FinalHeuristic	TotalDistance	ExecutionTime
0	1237045712	1260959220	53.000000	-37.600000	15.400000	-53.000000	17.500000	5.163750
0	1237045712	92902424	52.000000	-51.700000	0.300000	-52.000000	21.000000	5.145104
0	1237045712	1001056103	30.000000	-11.500000	18.500000	-30.000000	5.600000	2.484105
0	1237045712	695630353	56.000000	-41.000000	15.000000	-56.000000	17.300000	6.593332
0	1237045712	510483546	96.000000	-52.100000	43.900000	-96.000000	18.100000	10.218354
0	1237045712	1497570252	53.000000	-32.800000	20.200000	-53.000000	12.600000	4.727540
0	1237045712	1234027982	55.000000	-31.900000	23.100000	-55.000000	12.800000	5.485399
0	1237045712	908178707	55.000000	-31.900000	23.100000	-55.000000	11.700000	5.550195
0	1237045712	2104848976	78.000000	-37.100000	40.900000	-78.000000	13.500000	6.601529
0	1237045712	1029298600	23.000000	-13.600000	9.400000	-23.000000	9.700000	0.011832
0	1237045712	730574427	52.000000	-52.700000	-0.700000	-52.000000	22.200000	5.233577
0	1237045712	1107012906	53.000000	-24.000000	29.000000	-53.000000	12.500000	5.300157
0	1237045712	27263774	75.000000	-27.600000	47.400000	-75.000000	10.300000	8.906431
0	1237045712	815794998	75.000000	-34.300000	40.700000	-75.000000	11.900000	7.610218
0	1237045712	572064544	89.000000	-45.300000	43.700000	-89.000000	15.800000	8.013804
0	1237045712	157197838	105.000000	-80.900000	24.100000	-105.000000	31.600000	9.022167
0	1237045712	1070430517	70.000000	-42.100000	27.900000	-70.000000	15.100000	4.619893
0	1237045712	1316043239	57.000000	-21.300000	35.700000	-57.000000	9.800000	5.368193
0	1237045712	599320874	53.000000	-19.000000	34.000000	-53.000000	6.800000	5.443244
0	1237045712	453711948	75.000000	-31.600000	43.400000	-75.000000	11.700000	7.745798
0	1237045712	1201239777	76.000000	-29.100000	46.900000	-76.000000	11.800000	8.360431
0	1237045712	1474195092	32.000000	-13.600000	18.400000	-32.000000	7.500000	3.055756
0	1237045712	840197120	75.000000	-28.700000	46.300000	-75.000000	11.400000	7.247372
0	1237045712	1035781964	77.000000	-38.000000	39.000000	-77.000000	14.400000	7.038696
0	1237045712	2019522115	82.000000	-44.400000	37.600000	-82.000000	15.800000	9.758173
0	1237045712	1490447043	96.000000	-46.300000	49.700000	-96.000000	15.500000	9.196468
0	1237045712	29407755	96.000000	-40.400000	55.600000	-96.000000	13.600000	7.744003
0	1237045712	410279815	21.000000	-12.600000	8.400000	-21.000000	6.500000	2.894243
0	1237045712	1067135272	53.000000	-22.900000	30.100000	-53.000000	12.500000	5.081364
0	432204793	274080025	64.000000	-43.000000	21.000000	-64.000000	17.200000	7.472404
0	432204793	1014930808	42.000000	-31.500000	10.500000	-42.000000	15.900000	5.103299
0	432204793	1431687705	31.000000	-20.500000	10.500000	-31.000000	12.100000	2.486096
0	432204793	1144255701	37.000000	-11.000000	26.000000	-37.000000	6.500000	2.259638
0	432204793	932688364	46.000000	-35.100000	10.900000	-46.000000	15.500000	4.828742
0	432204793	677509856	24.000000	-17.700000	6.300000	-24.000000	12.700000	2.919372
0	432204793	275835815	59.000000	-30.600000	28.400000	-59.000000	12.400000	4.455016
0	432204793	2068979662	41.000000	-30.600000	10.400000	-41.000000	17.600000	6.089931
0	432204793	59614671	61.000000	-31.100000	29.900000	-61.000000	15.100000	7.492645
0	432204793	922478024	50.000000	-32.600000	17.400000	-50.000000	17.300000	12.004143
0	432204793	1975532053	61.000000	-33.800000	27.200000	-61.000000	16.100000	8.258911
0	432204793	653326879	41.000000	-26.400000	14.600000	-41.000000	18.400000	4.549728
0	432204793	210950438	66.000000	-41.500000	24.500000	-66.000000	22.700000	10.710809
0	432204793	775323260	43.000000	-37.000000	6.000000	-43.000000	13.300000	7.948199
0	432204793	839068149	64.000000	-27.100000	36.900000	-64.000000	13.300000	8.322334
0	432204793	1379558551	72.000000	-50.900000	21.100000	-72.000000	24.500000	11.065096
0	432204793	1433835785	62.000000	-49.300000	12.700000	-62.000000	20.700000	6.926230
