NumRep	MapSeed	InitStratSeed	BikeProfit	TransportCosts	TotalProfit	FinalHeuristic	TotalDistance	NumFurgos	ExecutionTime	NodesExpanded
0	1430329009	718690747	118,000000	-46,800000	71,200000	-50071,200000	30,400000	15	6844,571500	50001
0	1430329009	718690747	79,000000	-48,800000	30,200000	-50030,200000	37,800000	20	7581,713300	50001
0	1430329009	718690747	92,000000	-48,600000	43,400000	-50043,400000	68,400000	25	7806,729200	50001
0	1571829703	12708176	72,000000	-19,400000	52,600000	-50052,600000	9,200000	5	3371,446900	50001
0	1571829703	12708176	98,000000	-36,200000	61,800000	-50061,800000	25,700000	10	5030,930000	50001
0	1571829703	12708176	95,000000	-32,800000	62,200000	-50062,200000	29,100000	15	6000,243200	50001
0	1571829703	12708176	86,000000	-40,000000	46,000000	-50046,000000	39,400000	20	6515,005100	50001
0	1571829703	12708176	55,000000	-45,100000	9,900000	-50009,900000	61,100000	25	5849,761400	50001
0	1571829703	770301584	69,000000	-22,300000	46,700000	-50046,700000	12,500000	5	3333,688300	50001
0	1571829703	770301584	98,000000	-33,000000	65,000000	-50065,000000	24,700000	10	5195,577900	50001
0	1571829703	770301584	96,000000	-40,000000	56,000000	-50056,000000	32,500000	15	6039,149900	50001
0	1571829703	770301584	94,000000	-51,700000	42,300000	-50042,300000	41,300000	20	6611,473000	50001
0	1571829703	770301584	61,000000	-50,600000	10,400000	-50010,400000	53,400000	25	7347,265500	50001
0	1571829703	786177506	71,000000	-20,300000	50,700000	-50050,700000	11,300000	5	3839,469200	50001
0	1571829703	786177506	97,000000	-29,500000	67,500000	-50067,500000	20,500000	10	5201,214400	50001
0	1571829703	786177506	87,000000	-39,200000	47,800000	-50047,800000	30,400000	15	5836,789000	50001
0	1571829703	786177506	94,000000	-43,200000	50,800000	-50050,800000	37,200000	20	6556,873400	50001
0	1571829703	786177506	58,000000	-54,800000	3,200000	-50003,200000	71,400000	25	7115,987100	50001
0	1571829703	1143012593	62,000000	-14,800000	47,200000	-50047,200000	9,000000	5	3052,522500	50001
0	1571829703	1143012593	87,000000	-32,900000	54,100000	-50054,100000	29,600000	10	4922,429800	50001
0	1571829703	1143012593	107,000000	-43,400000	63,600000	-50063,600000	38,700000	15	6377,910300	50001
0	1571829703	1143012593	98,000000	-45,300000	52,700000	-50052,700000	39,500000	20	6830,686400	50001
0	1571829703	1143012593	86,000000	-62,700000	23,300000	-50023,300000	63,800000	25	8119,161800	50001
0	1571829703	980421567	72,000000	-21,600000	50,400000	-50050,400000	11,400000	5	3255,277300	50001
0	1571829703	980421567	89,000000	-32,500000	56,500000	-50056,500000	25,100000	10	4636,920100	50001
0	1571829703	980421567	93,000000	-33,700000	59,300000	-50059,300000	28,600000	15	5950,401600	50001
0	1571829703	980421567	98,000000	-42,200000	55,800000	-50055,800000	39,100000	20	6704,926100	50001
0	1571829703	980421567	67,000000	-53,800000	13,200000	-50013,200000	59,900000	25	6399,982000	50001
0	1643752588	989770631	80,000000	-18,900000	61,100000	-50061,100000	10,000000	5	3550,618600	50001
0	1643752588	989770631	79,000000	-26,900000	52,100000	-50052,100000	18,100000	10	4758,439700	50001
0	1643752588	989770631	87,000000	-38,500000	48,500000	-50048,500000	26,800000	15	6069,156900	50001
0	1643752588	989770631	72,000000	-36,100000	35,900000	-50035,900000	34,000000	20	6413,969400	50001
0	1643752588	989770631	56,000000	-47,600000	8,400000	-50008,400000	44,700000	25	6554,640400	50001
0	1643752588	1122566049	76,000000	-18,900000	57,100000	-50057,100000	10,000000	5	3499,317900	50001
0	1643752588	1122566049	96,000000	-31,300000	64,700000	-50064,700000	18,900000	10	5387,346500	50001
0	1643752588	1122566049	81,000000	-36,400000	44,600000	-50044,600000	26,500000	15	5976,592500	50001
0	1643752588	1122566049	91,000000	-45,200000	45,800000	-50045,800000	35,000000	20	6950,830900	50001
0	1643752588	1122566049	57,000000	-48,400000	8,600000	-50008,600000	57,900000	25	6878,654700	50001
0	1643752588	582865629	78,000000	-21,600000	56,400000	-50056,400000	10,200000	5	3640,018300	50001
0	1643752588	582865629	75,000000	-23,100000	51,900000	-50051,900000	17,700000	10	4788,718700	50001
0	1643752588	582865629	80,000000	-33,700000	46,300000	-50046,300000	26,000000	15	6078,859300	50001
0	1643752588	582865629	76,000000	-43,200000	32,800000	-50032,800000	33,600000	20	6577,500100	50001
0	1643752588	582865629	66,000000	-56,400000	9,600000	-50009,600000	60,300000	25	7169,164100	50001
0	1643752588	1191544603	81,000000	-21,700000	59,300000	-50059,300000	10,200000	5	3817,069200	50001
0	1643752588	1191544603	96,000000	-27,000000	69,000000	-50069,000000	18,100000	10	5329,906700	50001
0	1643752588	1191544603	85,000000	-32,100000	52,900000	-50052,900000	21,100000	15	6272,123600	50001
0	1643752588	1191544603	90,000000	-48,800000	41,200000	-50041,200000	35,300000	20	7050,001700	50001
0	1643752588	1191544603	70,000000	-57,400000	12,600000	-50012,600000	50,900000	25	7229,609800	50001
0	1643752588	1277174032	64,000000	-15,200000	48,800000	-50048,800000	9,900000	5	3144,155300	50001
0	1643752588	1277174032	98,000000	-35,600000	62,400000	-50062,400000	23,200000	10	5020,969400	50001
0	1643752588	1277174032	89,000000	-35,700000	53,300000	-50053,300000	25,200000	15	6274,561400	50001
0	1643752588	1277174032	97,000000	-44,000000	53,000000	-50053,000000	33,400000	20	7114,226200	50001
0	1643752588	1277174032	62,000000	-50,100000	11,900000	-50011,900000	57,000000	25	6558,748000	50001
0	958562029	1870197709	70,000000	-22,100000	47,900000	-50047,900000	14,400000	5	3337,578500	50001
0	958562029	1870197709	104,000000	-38,900000	65,100000	-50065,100000	32,600000	10	5313,818600	50001
0	958562029	1870197709	111,000000	-46,900000	64,100000	-50064,100000	40,600000	15	6515,437800	50001
0	958562029	1870197709	93,000000	-67,200000	25,800000	-50025,800000	51,200000	20	7374,047700	50001
0	958562029	1870197709	100,000000	-76,700000	23,300000	-50023,300000	97,300000	25	8034,957200	50001
0	958562029	101049295	68,000000	-18,700000	49,300000	-50049,300000	14,400000	5	3363,256800	50001
0	958562029	101049295	102,000000	-36,700000	65,300000	-50065,300000	26,700000	10	5313,908500	50001
0	958562029	101049295	99,000000	-35,400000	63,600000	-50063,600000	34,800000	15	6267,654800	50001
0	958562029	101049295	84,000000	-53,800000	30,200000	-50030,200000	43,500000	20	7446,677700	50001
0	958562029	101049295	91,000000	-62,400000	28,600000	-50028,600000	85,400000	25	7444,482900	50001
0	958562029	364533079	67,000000	-20,800000	46,200000	-50046,200000	13,100000	5	3238,809900	50001
0	958562029	364533079	101,000000	-35,000000	66,000000	-50066,000000	30,000000	10	5178,026400	50001
0	958562029	364533079	112,000000	-46,100000	65,900000	-50065,900000	37,900000	15	6271,742600	50001
0	958562029	364533079	88,000000	-60,000000	28,000000	-50028,000000	53,800000	20	6787,470300	50001
0	958562029	364533079	76,000000	-55,900000	20,100000	-50020,100000	74,100000	25	6565,406500	50001
0	958562029	940298615	75,000000	-23,200000	51,800000	-50051,800000	14,700000	5	3395,355700	50001
0	958562029	940298615	97,000000	-37,500000	59,500000	-50059,500000	29,800000	10	4950,851800	50001
0	958562029	940298615	103,000000	-37,900000	65,100000	-50065,100000	37,600000	15	6104,620700	50001
0	958562029	940298615	65,000000	-51,200000	13,800000	-50013,800000	39,500000	20	6392,484700	50001
0	958562029	940298615	78,000000	-64,300000	13,700000	-50013,700000	84,900000	25	7572,868800	50001
0	958562029	753648558	75,000000	-26,800000	48,200000	-50048,200000	15,400000	5	3437,310500	50001
0	958562029	753648558	107,000000	-38,400000	68,600000	-50068,600000	26,700000	10	5401,425800	50001
0	958562029	753648558	115,000000	-50,100000	64,900000	-50064,900000	43,500000	15	6439,100800	50001
0	958562029	753648558	89,000000	-52,500000	36,500000	-50036,500000	48,700000	20	6585,272400	50001
0	958562029	753648558	105,000000	-81,400000	23,600000	-50023,600000	98,700000	25	8442,258400	50001
0	705539337	2036918328	90,000000	-16,000000	74,000000	-50074,000000	7,300000	5	3702,775800	50001
0	705539337	2036918328	115,000000	-21,600000	93,400000	-50093,400000	15,400000	10	5383,453000	50001
0	705539337	2036918328	117,000000	-26,700000	90,300000	-50090,300000	19,000000	15	6589,129000	50001
0	705539337	2036918328	103,000000	-30,700000	72,300000	-50072,300000	28,000000	20	6872,007900	50001
0	705539337	2036918328	76,000000	-42,100000	33,900000	-50033,900000	53,500000	25	7834,344200	50001
0	705539337	67747784	83,000000	-12,400000	70,600000	-50070,600000	5,900000	5	3579,881900	50001
0	705539337	67747784	115,000000	-22,500000	92,500000	-50092,500000	14,600000	10	5455,630200	50001
0	705539337	67747784	119,000000	-28,500000	90,500000	-50090,500000	21,100000	15	6583,362400	50001
0	705539337	67747784	91,000000	-33,600000	57,400000	-50057,400000	30,300000	20	6862,760100	50001
0	705539337	67747784	84,000000	-38,900000	45,100000	-50045,100000	52,100000	25	7401,385000	50001
0	705539337	391822021	86,000000	-12,000000	74,000000	-50074,000000	6,000000	5	3797,095600	50001
0	705539337	391822021	119,000000	-20,300000	98,700000	-50098,700000	13,800000	10	5643,564700	50001
0	705539337	391822021	88,000000	-20,000000	68,000000	-50068,000000	17,300000	15	5898,931900	50001
0	705539337	391822021	104,000000	-34,200000	69,800000	-50069,800000	28,500000	20	7373,725500	50001
0	705539337	391822021	75,000000	-42,600000	32,400000	-50032,400000	44,500000	25	7114,358900	50001
0	705539337	1408237291	91,000000	-12,400000	78,600000	-50078,600000	5,900000	5	3798,485700	50001
0	705539337	1408237291	113,000000	-16,300000	96,700000	-50096,700000	11,600000	10	5475,530300	50001
0	705539337	1408237291	116,000000	-23,800000	92,200000	-50092,200000	17,000000	15	6475,820100	50001
0	705539337	1408237291	72,000000	-24,900000	47,100000	-50047,100000	23,500000	20	6402,931500	50001
0	705539337	1408237291	61,000000	-48,500000	12,500000	-50012,500000	53,600000	25	6953,367700	50001
0	705539337	122856002	84,000000	-11,600000	72,400000	-50072,400000	5,900000	5	3532,732100	50001
0	705539337	122856002	111,000000	-17,000000	94,000000	-50094,000000	11,600000	10	5545,862000	50001
0	705539337	122856002	110,000000	-22,200000	87,800000	-50087,800000	15,100000	15	6576,774600	50001
0	705539337	122856002	85,000000	-34,000000	51,000000	-50051,000000	29,100000	20	6706,262500	50001
0	705539337	122856002	68,000000	-41,500000	26,500000	-50026,500000	48,000000	25	6598,742800	50001
0	2000873328	1989558931	43,000000	-10,500000	32,500000	-50032,500000	9,200000	5	2634,719300	50001
0	2000873328	1989558931	56,000000	-19,700000	36,300000	-50036,300000	16,300000	10	4495,660500	50001
0	2000873328	1989558931	52,000000	-23,500000	28,500000	-50028,500000	21,100000	15	5756,042800	50001
0	2000873328	1989558931	46,000000	-25,900000	20,100000	-50020,100000	23,900000	20	6378,448300	50001
0	2000873328	1989558931	34,000000	-36,800000	-2,800000	-49997,200000	50,600000	25	7496,037400	50001
0	2000873328	319254047	43,000000	-9,300000	33,700000	-50033,700000	9,200000	5	2636,953300	50001
0	2000873328	319254047	48,000000	-15,400000	32,600000	-50032,600000	14,300000	10	4327,030300	50001
0	2000873328	319254047	51,000000	-20,800000	30,200000	-50030,200000	18,900000	15	5390,792900	50001
0	2000873328	319254047	41,000000	-29,300000	11,700000	-50011,700000	25,800000	20	5797,994100	50001
0	2000873328	319254047	45,000000	-37,300000	7,700000	-50007,700000	52,200000	25	8348,984600	50001
0	2000873328	144952772	44,000000	-12,900000	31,100000	-50031,100000	10,100000	5	2724,815700	50001
0	2000873328	144952772	49,000000	-17,900000	31,100000	-50031,100000	15,100000	10	4439,098800	50001
0	2000873328	144952772	51,000000	-18,000000	33,000000	-50033,000000	16,700000	15	5459,629600	50001
0	2000873328	144952772	50,000000	-26,300000	23,700000	-50023,700000	24,300000	20	6164,267400	50001
0	2000873328	144952772	46,000000	-31,500000	14,500000	-50014,500000	43,900000	25	7663,204500	50001
0	2000873328	753738794	41,000000	-12,100000	28,900000	-50028,900000	10,100000	5	2673,765700	50001
0	2000873328	753738794	56,000000	-22,000000	34,000000	-50034,000000	17,600000	10	4601,614800	50001
0	2000873328	753738794	49,000000	-20,000000	29,000000	-50029,000000	18,600000	15	5720,593600	50001
0	2000873328	753738794	37,000000	-28,300000	8,700000	-50008,700000	23,600000	20	6058,338900	50001
0	2000873328	753738794	37,000000	-35,900000	1,100000	-50001,100000	49,900000	25	7904,326900	50001
0	2000873328	1054984171	44,000000	-9,000000	35,000000	-50035,000000	8,900000	5	2682,789900	50001
0	2000873328	1054984171	48,000000	-17,000000	31,000000	-50031,000000	15,200000	10	4492,168800	50001
0	2000873328	1054984171	50,000000	-22,200000	27,800000	-50027,800000	20,200000	15	5846,210500	50001
0	2000873328	1054984171	44,000000	-25,300000	18,700000	-50018,700000	25,300000	20	5568,590500	50001
0	2000873328	1054984171	37,000000	-34,200000	2,800000	-50002,800000	46,100000	25	7097,803200	50001
0	46650911	711610023	54,000000	-7,000000	47,000000	-50047,000000	4,400000	5	2957,536300	50001
0	46650911	711610023	68,000000	-16,900000	51,100000	-50051,100000	13,600000	10	4728,258600	50001
0	46650911	711610023	82,000000	-29,000000	53,000000	-50053,000000	23,900000	15	6366,026000	50001
0	46650911	711610023	65,000000	-31,900000	33,100000	-50033,100000	29,700000	20	6814,924800	50001
0	46650911	711610023	53,000000	-49,800000	3,200000	-50003,200000	59,900000	25	7270,674600	50001
0	46650911	1183187608	51,000000	-7,700000	43,300000	-50043,300000	5,200000	5	2984,543300	50001
0	46650911	1183187608	76,000000	-17,500000	58,500000	-50058,500000	14,900000	10	4642,301400	50001
0	46650911	1183187608	81,000000	-26,000000	55,000000	-50055,000000	24,200000	15	5954,255200	50001
0	46650911	1183187608	61,000000	-34,000000	27,000000	-50027,000000	32,600000	20	6720,529300	50001
0	46650911	1183187608	67,000000	-52,600000	14,400000	-50014,400000	66,300000	25	8171,792300	50001
0	46650911	26286402	55,000000	-7,000000	48,000000	-50048,000000	5,200000	5	3107,948100	50001
0	46650911	26286402	72,000000	-20,900000	51,100000	-50051,100000	20,200000	10	4490,351000	50001
0	46650911	26286402	78,000000	-27,800000	50,200000	-50050,200000	25,200000	15	6008,961300	50001
0	46650911	26286402	59,000000	-35,300000	23,700000	-50023,700000	30,400000	20	6506,888500	50001
0	46650911	26286402	53,000000	-36,800000	16,200000	-50016,200000	54,400000	25	7413,273300	50001
0	46650911	954445658	52,000000	-8,000000	44,000000	-50044,000000	6,500000	5	3092,898600	50001
0	46650911	954445658	67,000000	-20,500000	46,500000	-50046,500000	18,600000	10	4545,391100	50001
0	46650911	954445658	79,000000	-26,400000	52,600000	-50052,600000	23,900000	15	5920,578300	50001
0	46650911	954445658	62,000000	-32,900000	29,100000	-50029,100000	32,200000	20	5823,960600	50001
0	46650911	954445658	64,000000	-49,200000	14,800000	-50014,800000	69,000000	25	7532,885400	50001
0	46650911	2017755700	51,000000	-9,100000	41,900000	-50041,900000	6,500000	5	3171,797000	50001
0	46650911	2017755700	70,000000	-16,400000	53,600000	-50053,600000	14,600000	10	4699,129500	50001
0	46650911	2017755700	66,000000	-23,800000	42,200000	-50042,200000	22,400000	15	5754,007300	50001
0	46650911	2017755700	64,000000	-36,000000	28,000000	-50028,000000	34,500000	20	5753,000500	50001
0	46650911	2017755700	57,000000	-52,600000	4,400000	-50004,400000	56,000000	25	8004,443200	50001
0	709835406	1121782194	71,000000	-17,500000	53,500000	-50053,500000	8,200000	5	3409,409100	50001
0	709835406	1121782194	89,000000	-22,900000	66,100000	-50066,100000	14,000000	10	5029,432900	50001
0	709835406	1121782194	90,000000	-23,800000	66,200000	-50066,200000	19,800000	15	6437,109300	50001
0	709835406	1121782194	89,000000	-51,400000	37,600000	-50037,600000	39,400000	20	7391,211300	50001
0	709835406	1121782194	72,000000	-43,900000	28,100000	-50028,100000	68,400000	25	7208,932700	50001
0	709835406	1609428379	72,000000	-15,200000	56,800000	-50056,800000	7,500000	5	3348,140000	50001
0	709835406	1609428379	96,000000	-25,200000	70,800000	-50070,800000	18,200000	10	5385,129900	50001
0	709835406	1609428379	92,000000	-31,500000	60,500000	-50060,500000	24,500000	15	6264,680700	50001
0	709835406	1609428379	63,000000	-37,700000	25,300000	-50025,300000	35,600000	20	7128,576100	50001
0	709835406	1609428379	65,000000	-45,700000	19,300000	-50019,300000	60,800000	25	7310,496000	50001
0	709835406	1936975902	66,000000	-14,800000	51,200000	-50051,200000	7,600000	5	3348,621300	50001
0	709835406	1936975902	87,000000	-27,700000	59,300000	-50059,300000	19,800000	10	4845,733100	50001
0	709835406	1936975902	90,000000	-30,400000	59,600000	-50059,600000	25,400000	15	6270,248900	50001
0	709835406	1936975902	67,000000	-42,400000	24,600000	-50024,600000	34,500000	20	6872,541400	50001
0	709835406	1936975902	69,000000	-47,000000	22,000000	-50022,000000	65,800000	25	7176,007000	50001
0	709835406	1283993932	68,000000	-15,500000	52,500000	-50052,500000	8,500000	5	3323,494600	50001
0	709835406	1283993932	88,000000	-24,300000	63,700000	-50063,700000	16,000000	10	5138,765800	50001
0	709835406	1283993932	92,000000	-34,300000	57,700000	-50057,700000	25,100000	15	6350,848100	50001
0	709835406	1283993932	66,000000	-49,900000	16,100000	-50016,100000	37,700000	20	7015,875000	50001
0	709835406	1283993932	67,000000	-43,700000	23,300000	-50023,300000	65,400000	25	7460,229400	50001
0	709835406	428891434	70,000000	-15,500000	54,500000	-50054,500000	8,300000	5	3353,949000	50001
0	709835406	428891434	83,000000	-23,200000	59,800000	-50059,800000	18,000000	10	4850,108100	50001
0	709835406	428891434	93,000000	-29,300000	63,700000	-50063,700000	23,700000	15	6341,173200	50001
0	709835406	428891434	63,000000	-40,600000	22,400000	-50022,400000	34,300000	20	6413,907300	50001
0	709835406	428891434	49,000000	-45,600000	3,400000	-50003,400000	62,400000	25	7628,959100	50001
