NumRep	MapSeed	InitStratSeed	BikeProfit	TransportCosts	TotalProfit	FinalHeuristic	TotalDistance	ExecutionTime	NodesExpanded
0	1325370271	389979824	75.000000	-24.000000	51.000000	-51.000000	12.000000	18184.221577	100001
0	1652005789	305979781	58.000000	-11.400000	46.600000	-46.600000	7.700000	17650.976155	100001
0	1186797206	1877175422	73.000000	-19.100000	53.900000	-53.900000	10.900000	18061.456513	100001
0	207641623	1817507898	74.000000	-25.800000	48.200000	-48.200000	11.000000	18348.130066	100001
0	167233963	1613915982	84.000000	-23.000000	61.000000	-61.000000	11.100000	19254.747779	100001
0	1576868127	1992930601	80.000000	-26.300000	53.700000	-53.700000	14.000000	17854.840111	100001
0	1463307363	597748051	64.000000	-17.400000	46.600000	-46.600000	10.600000	17902.506229	100001
0	1027339013	48114972	63.000000	-9.000000	54.000000	-54.000000	5.300000	17840.829698	100001
0	66349170	65989090	78.000000	-19.200000	58.800000	-58.800000	9.700000	18244.156035	100001
0	1464053882	509322589	68.000000	-18.800000	49.200000	-49.200000	10.100000	17281.106213	100001
0	1178523037	1158271540	66.000000	-9.500000	56.500000	-56.500000	5.200000	17366.837969	100001
0	824283018	811205086	74.000000	-15.400000	58.600000	-58.600000	7.900000	18242.460930	100001
0	2020046575	1398886734	66.000000	-22.200000	43.800000	-43.800000	11.100000	17922.037390	100001
0	30201830	1952905022	52.000000	-16.500000	35.500000	-35.500000	12.200000	17060.125639	100001
0	1276163907	1108917581	56.000000	-10.800000	45.200000	-45.200000	8.600000	17255.883438	100001
0	1844848535	2124088397	56.000000	-12.100000	43.900000	-43.900000	9.900000	13887.692109	100001
0	985966289	1790308638	72.000000	-15.400000	56.600000	-56.600000	8.500000	14869.583126	100001
0	1021316821	60695478	76.000000	-21.500000	54.500000	-54.500000	13.300000	15256.266920	100001
0	405867368	454353740	81.000000	-15.300000	65.700000	-65.700000	9.800000	14654.269098	100001
0	605924546	1531819222	56.000000	-21.500000	34.500000	-34.500000	13.800000	4421.973873	100001
