NumRep	MapSeed	InitStratSeed	BikeProfit	TransportCosts	TotalProfit	FinalHeuristic	TotalDistance	ExecutionTime	NodesExpanded
0	1186797206	1877175422	46.000000	-29.700000	16.300000	-16.300000	23.100000	28231.083901	100001
0	1652005789	305979781	28.000000	-22.700000	5.300000	-5.300000	20.500000	28123.133463	100001
0	207641623	1817507898	45.000000	-22.100000	22.900000	-22.900000	15.900000	28278.945142	100001
0	1464053882	509322589	57.000000	-24.000000	33.000000	-33.000000	18.500000	15874.260514	100001
0	167233963	1613915982	39.000000	-19.400000	19.600000	-19.600000	14.300000	16421.527702	100001
0	985966289	1790308638	50.000000	-37.400000	12.600000	-12.600000	21.800000	16302.383236	100001
0	1325370271	389979824	48.000000	-26.300000	21.700000	-21.700000	22.600000	18024.895265	100001
0	66349170	65989090	41.000000	-16.200000	24.800000	-24.800000	13.500000	16798.514055	100001
0	1027339013	48114972	50.000000	-25.100000	24.900000	-24.900000	19.900000	16623.194210	100001
0	1576868127	1992930601	57.000000	-31.300000	25.700000	-25.700000	22.000000	16909.721418	100001
0	605924546	1531819222	53.000000	-16.100000	36.900000	-36.900000	9.700000	16937.058032	100001
0	30201830	1952905022	62.000000	-36.200000	25.800000	-25.800000	22.500000	16461.788429	100001
0	1276163907	1108917581	40.000000	-21.200000	18.800000	-18.800000	17.900000	16483.086003	100001
0	1844848535	2124088397	43.000000	-24.000000	19.000000	-19.000000	21.600000	16352.132265	100001
0	824283018	811205086	43.000000	-19.700000	23.300000	-23.300000	15.800000	16963.054706	100001
0	405867368	454353740	41.000000	-17.600000	23.400000	-23.400000	11.800000	15604.348359	100001
0	1021316821	60695478	34.000000	-9.600000	24.400000	-24.400000	6.800000	13738.321137	100001
0	1178523037	1158271540	48.000000	-23.900000	24.100000	-24.100000	19.200000	13701.190165	100001
0	2020046575	1398886734	34.000000	-21.700000	12.300000	-12.300000	18.200000	14673.803884	100001
0	1463307363	597748051	43.000000	-16.200000	26.800000	-26.800000	11.800000	13103.003838	100001
