NumRep	MapSeed	InitStratSeed	BikeProfit	TransportCosts	TotalProfit	FinalHeuristic	TotalDistance	ExecutionTime	NodesExpanded
0	167233963	1613915982	48.000000	-11.400000	36.600000	-36.600000	8.100000	30586.110455	100001
0	1464053882	509322589	57.000000	-14.900000	42.100000	-42.100000	11.500000	31298.112242	100001
0	985966289	1790308638	61.000000	-13.100000	47.900000	-47.900000	7.700000	32481.744110	100001
0	1325370271	389979824	60.000000	-6.900000	53.100000	-53.100000	5.000000	20489.413246	100001
0	1652005789	305979781	67.000000	-16.400000	50.600000	-50.600000	10.900000	20870.821070	100001
0	1027339013	48114972	54.000000	-20.900000	33.100000	-33.100000	14.100000	20594.891840	100001
0	605924546	1531819222	66.000000	-18.500000	47.500000	-47.500000	10.400000	22308.237936	100001
0	1576868127	1992930601	54.000000	-7.800000	46.200000	-46.200000	5.300000	21737.427227	100001
0	66349170	65989090	49.000000	-20.700000	28.300000	-28.300000	13.900000	22068.719181	100001
0	824283018	811205086	63.000000	-11.200000	51.800000	-51.800000	6.500000	20164.916789	100001
0	1276163907	1108917581	52.000000	-17.000000	35.000000	-35.000000	12.300000	22280.937685	100001
0	405867368	454353740	44.000000	-14.600000	29.400000	-29.400000	10.400000	22607.084605	100001
0	207641623	1817507898	67.000000	-16.500000	50.500000	-50.500000	9.700000	20691.290136	100001
0	1186797206	1877175422	58.000000	-11.300000	46.700000	-46.700000	6.400000	20026.136346	100001
0	1021316821	60695478	56.000000	-18.900000	37.100000	-37.100000	10.500000	19082.213206	100001
0	1178523037	1158271540	56.000000	-13.000000	43.000000	-43.000000	6.900000	17683.716321	100001
0	2020046575	1398886734	69.000000	-12.900000	56.100000	-56.100000	8.400000	19579.129936	100001
0	1463307363	597748051	64.000000	-16.000000	48.000000	-48.000000	9.700000	16616.144460	100001
0	30201830	1952905022	59.000000	-17.300000	41.700000	-41.700000	7.700000	17713.646086	100001
0	1844848535	2124088397	52.000000	-12.600000	39.400000	-39.400000	9.900000	17414.761041	100001
